Название;Раздел;Цена, ₽;Наличие;Артикул;Архивирована;Адрес;Фото;Фото в архиве;Описание (знаков);Артикул:;Потребление;Значения хешрейта;Окупаемость;Доходность;Артикул для заказа;Объем памяти;Тип памяти;Артикул для заказа:;Доходность обновлена:;Графический процессор (Чип);Объем видеопамяти;Графический процессор;Алгоритм хеширования;?Сколько требуется ватт на 1 MH/s Энергоэффективность W / MH;Энергоэффективность W / MH;?Считается как цена оборудования / хешрейт Стоимость 1 MH/s в руб.;Стоимость 1 MH/s в руб.;Интерфейс памяти;Частота памяти;Максимальное разрешение;Выход HDMI;Видеовыходы;Количество ядер CUDA®;Частота процессора;Производитель;OpenGL;Рекомендуемая мощность БП;Поддержка SLI/CrossFire;Поддержка мониторов;Техпроцесс;Количество занимаемых слотов;Сообщение;Возможна покупка с НДС;Вес, кг;Размер, мм;Поддержка водяного охлаждения;? Сколько требуется ватт на 1 MH/s Энергоэффективность W / MH;? Считается как цена оборудования / хешрейт Стоимость 1 MH/s в руб.;Энергопотребление, W;Low Hash Rate (LHR);Производитель видеопроцессора (видеокарта);Интерфейс (видеокарта);За 30 дней;Гарантия, мес.;Артикул;Серия (видеокарта);Кодовое название графического процессора (видеокарта)
Видеокарта Asus GeForce RTX 3060 ROG Strix Gaming OC 12GB;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;54100.0;OutOfStock;6093;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_rog_strix_gaming_oc_12gb/;https://miningshop.ru/upload/iblock/16e/16e881543fea9c61eaf16e1235b9bdf0.jpg https://miningshop.ru/upload/iblock/cb1/cb14028b88cfe44f64d4a378d3cf324f.jpg https://miningshop.ru/upload/iblock/4e5/4e5225a0420ee0cdd70378cbc7b5eba3.jpg https://miningshop.ru/upload/iblock/9ab/9ab539626b3d48bec25574d9dc3055ff.jpg https://miningshop.ru/upload/iblock/a8b/a8b486c7c8c726d8da693c14ea76c99b.jpg https://miningshop.ru/upload/iblock/15c/15ca7969240558267f82b0f9e3764d7d.jpg https://miningshop.ru/upload/iblock/46b/46b61e9d36867d5f2df162931c507848.jpg https://miningshop.ru/upload/iblock/5d4/5d4f8445f3167eac417816caf7c5ac42.jpg https://miningshop.ru/upload/iblock/aed/aedb0b74926955f255b72fd06bdf75a7.jpg https://miningshop.ru/upload/iblock/924/924eb95ee38a55d41e0c2614e4a73132.jpg https://miningshop.ru/upload/iblock/4fc/4fc0eb012364b575a038a93b07b8ee12.jpg https://miningshop.ru/upload/iblock/889/889cdbe28238b7417cbac9fc5b3f26d5.jpg https://miningshop.ru/upload/iblock/272/2727506a4b38f72727799d74f5f80097.jpg https://miningshop.ru/upload/iblock/28c/28cb19ec896e4748609663cbd86b2c5c.jpg https://miningshop.ru/upload/iblock/5b6/5b641b53b75b480e415e1185efa51569.jpg https://miningshop.ru/upload/iblock/5af/5afc61917857f000b928115bc226745a.jpg https://miningshop.ru/upload/iblock/2da/2da8d5e6ba53b860785762c8e020b18c.jpg;;3840;6093;110;;27.92;64.589468784127;;;;;Обновлено: 15:00:25 15/08/2022;NVIDIA GeForce RTX 3060 (LHR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта ASUS GeForce RTX 3060 Ti Dual OC;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;66000.0;OutOfStock;5887;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_dual_oc/;https://miningshop.ru/upload/iblock/090/0902a4e8af74babd1a132fd0a3c57920.jpg https://miningshop.ru/upload/iblock/163/163fb19a6ca6b738afddb3adcdc1901c.jpg https://miningshop.ru/upload/iblock/854/854998eb94d1aa1f41f3791c1ad9ddb4.jpg https://miningshop.ru/upload/iblock/23c/23c8d15b1fc4790b0c88582c9ad7378c.jpg https://miningshop.ru/upload/iblock/36c/36c04b7f669e11cd3d567fdad01383e9.jpg https://miningshop.ru/upload/iblock/bee/beef56d24ecdbe6994ad97a78b03efd7.jpg https://miningshop.ru/upload/iblock/085/0854dd618e7d86ea9c7473b214011915.jpg https://miningshop.ru/upload/iblock/ccd/ccd4bb65632bc301949c07cb16275438.jpg https://miningshop.ru/upload/iblock/34f/34ff233194bc7c68414ede98a353438d.jpg https://miningshop.ru/upload/iblock/ba6/ba69d446ed35ada26cf4f8852485d53e.jpg https://miningshop.ru/upload/iblock/7b9/7b9843b1b1663aa44776f11f8c54043d.jpg https://miningshop.ru/upload/iblock/de5/de5cfdf8ff8bd1ed54b6acdcd3bd7e17.jpg https://miningshop.ru/upload/iblock/c8d/c8d84e5fa492e71170411a4e227ad1be.jpg https://miningshop.ru/upload/iblock/063/063c5d85584d751f3dce5c801d4e57ef.jpg;mirror/upload/resize_cache/iblock/163/400_400_140cd750bba9870f18aada2478b24840a/163fb19a6ca6b738afddb3adcdc1901c.jpg mirror/upload/resize_cache/iblock/854/400_400_140cd750bba9870f18aada2478b24840a/854998eb94d1aa1f41f3791c1ad9ddb4.jpg mirror/upload/resize_cache/iblock/23c/400_400_140cd750bba9870f18aada2478b24840a/23c8d15b1fc4790b0c88582c9ad7378c.jpg mirror/upload/resize_cache/iblock/36c/400_400_140cd750bba9870f18aada2478b24840a/36c04b7f669e11cd3d567fdad01383e9.jpg;2787;5887;156;;21.13;104.11126825984;;;;;Обновлено: 15:00:42 15/08/2022;NVIDIA GeForce RTX 3060 Ti (LHR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 Ti Dual V2 LHR;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;63600.0;OutOfStock;7312;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_dual_v2_lhr_/;https://miningshop.ru/upload/iblock/841/i0ydijf9nbs7evh0utql2lw2vv3zfj0v.jpg https://miningshop.ru/upload/iblock/50a/i27eqwjzkiyeworwlgtg69sbvmpka64s.jpg https://miningshop.ru/upload/iblock/fad/wd09pctc09q6aklnmmzi41swliouzm7p.jpg https://miningshop.ru/upload/iblock/7f2/rc85mtymxiy0hbfj2yx0gkqmuu3f3u2z.jpg;;3086;7312;156;;20.36;104.11126825984;;8 Гб;;;Обновлено: 15:00:42 15/08/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 Ti Dual V2 Mini LHR;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;61200.0;OutOfStock;7469;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_dual_v2_mini_lhr/;https://miningshop.ru/upload/resize_cache/webp/upload/iblock/4e8/grzg92s024tah9sgmtb0o4oopq5c4arz.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/2c4/usfhu3n740uw97yujyzl2pm1ldypojo2.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/025/e1wi87mpendt11huodcuwwsethyskozv.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/c3c/vne3om62917inhe4ruyww67czojvadu6.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/b5a/0t27hn4arjaqr0ono0c0ogwcqkktjyvz.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/237/2wnvnyvyqh6bxbodqoo6ozanbjdolxaq.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/16f/4vkjkvx71z4h9wb5mljtjrh4e7vg3l7x.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/eb7/be7gd4cv065ggnl6rjobrz03aurzqx1n.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/fe9/90rkfzzdv28538rltocwp3tqowofx7ry.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/0ec/yfgf935qrgegxyrlktar5ylcru4uww11.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/8f3/3g1nvjzysjclbfks1mihsz8t4ti0jnsw.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/085/31p0cykj169quk44l5kxffzba7h3hblk.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/2a6/vnsreu3u9scmbvam46by4omkhzz0ipf4.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/f06/pmp2xskjtuvz7qqh2mt24xfv22tv1d07.webp;;3328;7469;156;;19.59;104.11126825984;;8 Гб;;;Обновлено: 15:00:42 15/08/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 Ti Dual V2 OC Mini LHR;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;62000.0;OutOfStock;8025;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_dual_v2_oc_mini_lhr/;https://miningshop.ru/upload/iblock/832/ggy0cvpdnays1hjhjoshcfn6dkamdbko.jpg https://miningshop.ru/upload/iblock/5a5/hmdusoh5kr6whzu1edvybxtkyft3qv3u.jpg https://miningshop.ru/upload/iblock/6b6/5f5saj55qx46c6vo4rwvh0w7cc81jzgt.jpg https://miningshop.ru/upload/iblock/c60/i8ikzyqhabbcs2ylvnpk4b0ajpm1s4b9.jpg;mirror/upload/resize_cache/iblock/5a5/400_400_140cd750bba9870f18aada2478b24840a/hmdusoh5kr6whzu1edvybxtkyft3qv3u.jpg mirror/upload/resize_cache/iblock/6b6/400_400_140cd750bba9870f18aada2478b24840a/5f5saj55qx46c6vo4rwvh0w7cc81jzgt.jpg mirror/upload/resize_cache/iblock/c60/400_400_140cd750bba9870f18aada2478b24840a/i8ikzyqhabbcs2ylvnpk4b0ajpm1s4b9.jpg;0;8025;156;;19.85;104.11126825984;;;;;Обновлено: 15:00:42 15/08/2022;NVIDIA GeForce RTX 3060 Ti (LHR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 Ti ROG STRIX Gaming;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;52700.0;OutOfStock;8028;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_rog_strix_gaming/;https://miningshop.ru/upload/iblock/4e9/too8us6iqmv2y6v4y13phtt77hkyqk0a.jpg https://miningshop.ru/upload/iblock/33a/s5qq8ils9db1vozculhoei45qzn6rou7.jpg https://miningshop.ru/upload/iblock/cc1/a6n2c0h0q0ctag5zssj3n5kv2eewap8z.jpg https://miningshop.ru/upload/iblock/d25/1oj3313f7syr3gwuvwfhbp1kx4tyckpo.jpg https://miningshop.ru/upload/iblock/ba1/sbhak6k2kulxgj39c9s3zj39sz8xt8ny.jpg;;0;8028;156;;16.87;104.11126825984;;8 Гб;;;Обновлено: 15:00:42 15/08/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 Ti ROG Strix OC Gaming;Каталог / Видеокарты / Видеокарты NVIDIA / Видеокарты GeForce RTX 30;78200.0;OutOfStock;ROG-STRIX-RTX3060TI-O8G-GAMING;2021-10-18;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_rog_strix_oc_gaming/;https://miningshop.ru/upload/iblock/971/9718a3ef00abf9e0753d74c37f508bd0.jpg https://miningshop.ru/upload/iblock/128/1286786d5fa474d13379c3ad0d8e3cf5.jpg https://miningshop.ru/upload/iblock/186/186b9327179e0fcb27b77637c87ba848.jpg https://miningshop.ru/upload/iblock/5f2/5f245a01c6cab0753ca33705d8dd776b.jpg https://miningshop.ru/upload/iblock/094/094235f4c94e275740dc20c3a6484a86.jpg https://miningshop.ru/upload/iblock/d4e/d4eaf4d4c9fa3b2e8517faeeff981905.jpg https://miningshop.ru/upload/iblock/aef/aefd5114cca077ebad11c72c75cec511.jpg https://miningshop.ru/upload/iblock/d47/d471ae66ced62fe6d71f9736d3f2cdc6.jpg https://miningshop.ru/upload/iblock/135/1354224f78f352fd61b6f1e9d6106750.jpg https://miningshop.ru/upload/iblock/a91/a918f3adce63944e4ab1c9a3b8aa28e0.jpg https://miningshop.ru/upload/iblock/82f/82f34e6d083bc8cbd57d65c619e2079c.jpg https://miningshop.ru/upload/iblock/bc3/bc38472852eea5458831fc9a5a35ce69.jpg https://miningshop.ru/upload/iblock/e27/e27387257db1a0a3c5c718d0a14853f9.jpg https://miningshop.ru/upload/iblock/6b2/6b221141a2693fd9c86058efbb15c757.jpg;;3293;ROG-STRIX-RTX3060TI-O8G-GAMING;180;60.5;252 дня;310,32 руб./день;6032;;;6032;;;;NVIDIA GeForce RTX 3060 Ti;DaggerHashimoto;2.98;2.98;1293;1293;;;;;;;;ASUS;;;;;;;Обновлено: 04:00:27 18/10/2021;;;;;2.98;1293;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 Ti ROG Strix V2 Gaming OC LHR;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;55800.0;OutOfStock;7497;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_rog_strix_v2_gaming_oc_lhr/;https://miningshop.ru/upload/iblock/3e5/87oes7b6soh4dsy4gxj9ynuw1hkly6tb.jpg https://miningshop.ru/upload/iblock/561/ujjb0oujmroimnfp98o7arr8pwydq7ad.jpg https://miningshop.ru/upload/iblock/0cd/udwyvmvscu0pkwt80o0k6q2f0y7k22ak.jpg https://miningshop.ru/upload/iblock/136/4cfj769efp9bu2dwm9z32r23zbm9ky6c.jpg https://miningshop.ru/upload/iblock/72d/9l653iorxlagfs6lywn0zy68tyy6ytob.jpg;;3337;7497;156;;17.87;104.11126825984;;;;;Обновлено: 15:00:42 15/08/2022;NVIDIA GeForce RTX 3060 Ti (LHR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта ASUS GeForce RTX 3060 Ti TUF Gaming OC;Каталог / Видеокарты / Видеокарты NVIDIA / Видеокарты GeForce RTX 30;39100.0;OutOfStock;5888;2023-06-26;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_tuf_gaming_oc/;https://miningshop.ru/upload/iblock/597/59706c0b741a65e61a57cbd67ed19372.jpg https://miningshop.ru/upload/iblock/7a2/7a2535d18d1b9fa237d285b0f294bc56.jpg https://miningshop.ru/upload/iblock/b4a/b4a4c3b732c4775b6844b3d97caed21f.jpg https://miningshop.ru/upload/iblock/ed8/ed8975b4bfb614efaa4211475952443c.jpg https://miningshop.ru/upload/iblock/069/0691802857f5fcfc8dfb102d6f8e721f.jpg https://miningshop.ru/upload/iblock/889/8891c97a86521094fde1b64cf5a11b03.jpg https://miningshop.ru/upload/iblock/cf1/cf18b17055ffd52b4b755893593c805b.jpg https://miningshop.ru/upload/iblock/eb7/eb7b26cb47666854db79bf27114668e1.jpg https://miningshop.ru/upload/iblock/d2a/d2a298814dcc124012bb1d48aeaf5765.jpg https://miningshop.ru/upload/iblock/989/989f242775767eb0f700ce69b76f1da7.jpg https://miningshop.ru/upload/iblock/782/782a1a3ad9c28b97b00abd0d1726af97.jpg https://miningshop.ru/upload/iblock/f0b/f0b975bf679f3b72ffee722821dde36d.jpg https://miningshop.ru/upload/iblock/c3b/c3b60a62a1d2f9fa943e53da942a6791.jpg;;2804;5888;180;60.5;INF;0;;;;;Обновлено: 20:30:12 26/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 Ti TUF Gaming V2 LHR;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;54700.0;OutOfStock;8170;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_tuf_gaming_v2_lhr/;https://miningshop.ru/upload/resize_cache/webp/upload/iblock/fc8/wnmrdsi2aequw1kjp714tx2yk8gyyx8x.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/7f8/r6byrz36fgftnkvi65hke60njmrp1fa4.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/127/kbo0xyreml8l7t9jlv88b8y0mnlnlfde.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/a5b/lsh2ovy3v614g2v70eiwhw1drfb47k33.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/92a/03hcl6udzfsbpts4clzicnnuv50s920v.webp;;0;8170;156;;17.51;104.11126825984;;8 Гб;;;Обновлено: 15:00:42 15/08/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 Ti TUF Gaming V2 OC LHR;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;62200.0;OutOfStock;7517;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_ti_tuf_gaming_v2_oc_lhr/;https://miningshop.ru/upload/resize_cache/webp/upload/iblock/10a/tlet46tah4sygf8uyxmet2hb6300g5yc.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/a05/711u8swufxi31stkz3x2a3qgo11ootuh.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/7c1/kqbo1lpujkzep2licm9ld4i4ylnn715m.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/488/zhn8xu3v7uumo5n2os12xr3ykx3bxjza.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/a18/bpaqx48ops7a81a9cti2m94f4p9pqxcr.webp;;3749;7517;156;;19.91;104.11126825984;;;;;Обновлено: 15:00:42 15/08/2022;NVIDIA GeForce RTX 3060 Ti (LHR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 TUF Gaming OC 12GB;Каталог / Видеокарты / Видеокарты NVIDIA / Видеокарты GeForce RTX 30;33200.0;OutOfStock;6094;2023-06-26;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_tuf_gaming_oc_12gb/;https://miningshop.ru/upload/iblock/5ac/5acda38bf566ebf3889492ac463867ee.jpg https://miningshop.ru/upload/iblock/e48/e482285e4c2b837f0900515d5e0b1527.jpg https://miningshop.ru/upload/iblock/866/86670855f4f5e9a275f07178292f21fd.jpg https://miningshop.ru/upload/iblock/4b5/4b50c3a720c3d871595a921108a9b3ff.jpg https://miningshop.ru/upload/iblock/8d1/8d18781c7a99aa4b066d00faaed6465d.jpg https://miningshop.ru/upload/iblock/492/4929fc9b03d8cf331c5f82234d13a295.jpg https://miningshop.ru/upload/iblock/502/502805f52895b59173d3eb45aecc4fa3.jpg https://miningshop.ru/upload/iblock/8f6/8f67920778d3b2546fb9d66c30d2f77e.jpg https://miningshop.ru/upload/iblock/e71/e7151fbcc9baa963cb6e779c35f65aa7.jpg https://miningshop.ru/upload/iblock/e82/e82f115fb366fed3e952bd42ae15d17e.jpg https://miningshop.ru/upload/iblock/87e/87ed191615470b0bd386f14e5ba7f08e.jpg https://miningshop.ru/upload/iblock/269/26993a1cacc88ab50c068707c5adfeaf.jpg https://miningshop.ru/upload/iblock/09d/09df2a37769be7c8f696402429457f99.jpg https://miningshop.ru/upload/iblock/e52/e52e62eb4b0d0b923767d94f04a93d5a.jpg;;3148;6094;110;22;INF;0;;;;;Обновлено: 00:00:25 27/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 TUF Gaming V2;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;63100.0;OutOfStock;6905;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_tuf_gaming_v2/;https://miningshop.ru/upload/iblock/04b/mxfumaaiif88wakbljabufl2r9qcm2v5.png https://miningshop.ru/upload/iblock/b31/mrq9zstq6ov2lkmuvzpnxkm81qqsyq1s.png https://miningshop.ru/upload/iblock/e97/y5zp43yvyoj4ggio1gb3ujvyuyvqwob9.png;;0;6905;110;;32.56;64.589468784127;;12 Гб;;;Обновлено: 15:00:29 15/08/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3060 TUF Gaming V2 OC LHR;Каталог / Видеокарты для майнинга по низкой цене в Москве / Видеокарты NVIDIA для майнинга в Москве / Видеокарты GeForce RTX 30 для майнинга в Москве;63700.0;OutOfStock;7514;2022-09-03;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3060_tuf_gaming_v2_oc_lhr/;https://miningshop.ru/upload/iblock/1a2/63iuldefxac2ri672mim76b9tmszncxx.jpg https://miningshop.ru/upload/iblock/279/20a00o0jb8qpaa3wp4a6jhqil5r582l7.jpg https://miningshop.ru/upload/iblock/63e/x1h3htsondby8x9vbbh36roao7odzgoz.jpg https://miningshop.ru/upload/iblock/64a/dfo4flfkzm1yxqkb5ho4srqnyv8ycga0.jpg https://miningshop.ru/upload/iblock/324/ux0rd9x66jjsxjdtv8lx3wnn3hjsfzy8.jpg;;3458;7514;;;;;7514;;;;;NVIDIA GeForce RTX 3060 (LHR);;;DaggerHashimoto;;;;;;;;;;;;ASUS;;;;;;;;;;;;;;;Да;;;;;;;
Видеокарта ASUS GeForce RTX 3070 DUAL;Каталог / Видеокарты / Видеокарты NVIDIA / Видеокарты GeForce RTX 30;73100.0;OutOfStock;5870;2023-06-26;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3070_dual/;https://miningshop.ru/upload/resize_cache/webp/upload/iblock/eff/eff14a9855bedd930af38da02fa77675.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/37d/37d1269df1b6202d7df01e2bded561e4.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/014/014ef26108909a41d49c240c9b0859b4.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/12a/12a6054226ce8b36cd577c6457e6dfab.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/5db/5db805adf8580d342ea8e5f5767415ee.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/d61/d61af5b93b7a18a864f4a5d462896313.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/15a/15a04210d060e255e3be013b5a837ffd.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/063/06356a0610e95df1b4f8d0dbbc7dcbce.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/244/244ce5844b0601c50bf109a125e7a9ea.webp;;2166;5870;160;60.56;INF;0;;8 Гб;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта ASUS GeForce RTX 3070 DUAL OC 8G;Каталог / Видеокарты / Видеокарты NVIDIA / Видеокарты GeForce RTX 30;72700.0;OutOfStock;5856;2023-06-26;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3070_dual_oc_8g/;https://miningshop.ru/upload/resize_cache/webp/upload/iblock/b6d/b6deaaf0c0aa2f2c86a765e0a1d96b43.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/90f/90fd26d1efdfac18d7ec20dbae16e4d9.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/828/8283d0f4b34c133ed0f2e03b1301ff91.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/c68/c685b9798a4f69fefc9b93a1a7e47f2e.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/e50/e506a9d632ed3d71440f9289ff413f8d.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/4c3/4c3bec0218a4a840f2946b10e620c730.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/246/246a629eae06a70f5829d75934f161fb.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/15d/15d12a1a4bd066140d016b624cd387e8.webp https://miningshop.ru/upload/resize_cache/webp/upload/iblock/f3f/f3f4750e656a81aa5a85873f91135933.webp;;2541;5856;160;60.56;INF;0;;;;;Обновлено: 22:00:13 26/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Видеокарта Asus GeForce RTX 3070 ROG Strix OC;Каталог / Видеокарты / Видеокарты NVIDIA / Видеокарты GeForce RTX 30;62100.0;OutOfStock;5905;2023-06-26;https://miningshop.ru/catalog/videokarty/videokarty_nvidia/videokarty_geforce_rtx_30/videokarta_asus_geforce_rtx_3070_rog_strix_oc/;https://miningshop.ru/upload/iblock/6f8/6f8637c1c3c39b22e5a4d3b75b681eaf.jpg https://miningshop.ru/upload/iblock/d18/d18cff57c9f016c6bf906d314acfee60.jpg https://miningshop.ru/upload/iblock/c2b/c2bf6ad9cbbc1d9da4c0bb203ab77297.jpg https://miningshop.ru/upload/iblock/288/288c6dcd702c0313ea75c503dee79c6e.jpg https://miningshop.ru/upload/iblock/40d/40d46842fc6e5ad91c0ee5e4c05759d8.jpg https://miningshop.ru/upload/iblock/1d0/1d0062e5e928bc7dd9f7514ecc9d5cff.jpg https://miningshop.ru/upload/iblock/03e/03ea1f02f7e9b6718dd7c84de34b8a5b.jpg https://miningshop.ru/upload/iblock/630/63041eccefbe8899ac7da3b067556668.jpg https://miningshop.ru/upload/iblock/712/712a4e8c7870381a61894704603789ae.jpg https://miningshop.ru/upload/iblock/56e/56e37bb957433081cac04e0a46e57938.jpg https://miningshop.ru/upload/iblock/976/97644928ed87d130b4b0273774f90439.jpg https://miningshop.ru/upload/iblock/a22/a2223f0bd950f2e3b7625596ccec81fe.jpg https://miningshop.ru/upload/iblock/ff2/ff25854dd884b980c38b81a8251f4981.jpg;;2839;5905;160;60.56;INF;0;;;;;Обновлено: 21:30:13 26/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
